,TEAM_NAME,GAME_DATE,GAME_ID,tweet_since,tweet_until
30767,New Orleans Hornets,2010-03-22,20901048,2010-03-19,2010-03-21
30768,San Antonio Spurs,2010-03-22,20901049,2010-03-19,2010-03-21
30769,Orlando Magic,2010-03-22,20901043,2010-03-19,2010-03-21
30770,Houston Rockets,2010-03-22,20901045,2010-03-19,2010-03-21
30771,Philadelphia 76ers,2010-03-22,20901043,2010-03-19,2010-03-21
30772,Detroit Pistons,2010-03-21,20901040,2010-03-18,2010-03-20
30773,Phoenix Suns,2010-03-21,20901042,2010-03-18,2010-03-20
30774,San Antonio Spurs,2010-03-21,20901038,2010-03-18,2010-03-20
30775,Los Angeles Clippers,2010-03-21,20901039,2010-03-18,2010-03-20
30776,Washington Wizards,2010-03-21,20901041,2010-03-18,2010-03-20
30777,Portland Trail Blazers,2010-03-21,20901042,2010-03-18,2010-03-20
30778,New York Knicks,2010-03-21,20901036,2010-03-18,2010-03-20
30779,Oklahoma City Thunder,2010-03-21,20901037,2010-03-18,2010-03-20
30780,Cleveland Cavaliers,2010-03-21,20901040,2010-03-18,2010-03-20
30781,Los Angeles Lakers,2010-03-21,20901041,2010-03-18,2010-03-20
30782,Houston Rockets,2010-03-21,20901036,2010-03-18,2010-03-20
30783,Sacramento Kings,2010-03-21,20901039,2010-03-18,2010-03-20
30784,Atlanta Hawks,2010-03-21,20901038,2010-03-18,2010-03-20
30785,Indiana Pacers,2010-03-21,20901037,2010-03-18,2010-03-20
30786,Philadelphia 76ers,2010-03-20,20901029,2010-03-17,2010-03-19
30787,Toronto Raptors,2010-03-20,20901031,2010-03-17,2010-03-19
30788,Milwaukee Bucks,2010-03-20,20901034,2010-03-17,2010-03-19
30789,Dallas Mavericks,2010-03-20,20901033,2010-03-17,2010-03-19
30790,Denver Nuggets,2010-03-20,20901034,2010-03-17,2010-03-19
30791,New Orleans Hornets,2010-03-20,20901035,2010-03-17,2010-03-19
30792,Utah Jazz,2010-03-20,20901035,2010-03-17,2010-03-19
30793,Miami Heat,2010-03-20,20901030,2010-03-17,2010-03-19
30794,Memphis Grizzlies,2010-03-20,20901032,2010-03-17,2010-03-19
30795,Golden State Warriors,2010-03-20,20901032,2010-03-17,2010-03-19
30796,New Jersey Nets,2010-03-20,20901031,2010-03-17,2010-03-19
30797,Boston Celtics,2010-03-20,20901033,2010-03-17,2010-03-19
30798,Charlotte Bobcats,2010-03-20,20901030,2010-03-17,2010-03-19
30799,Chicago Bulls,2010-03-20,20901029,2010-03-17,2010-03-19
30800,Milwaukee Bucks,2010-03-19,20901027,2010-03-16,2010-03-18
30801,Minnesota Timberwolves,2010-03-19,20901028,2010-03-16,2010-03-18
30802,Philadelphia 76ers,2010-03-19,20901021,2010-03-16,2010-03-18
30803,Cleveland Cavaliers,2010-03-19,20901022,2010-03-16,2010-03-18
30804,Boston Celtics,2010-03-19,20901023,2010-03-16,2010-03-18
30805,Detroit Pistons,2010-03-19,20901018,2010-03-16,2010-03-18
30806,Sacramento Kings,2010-03-19,20901027,2010-03-16,2010-03-18
30807,Indiana Pacers,2010-03-19,20901018,2010-03-16,2010-03-18
30808,Charlotte Bobcats,2010-03-19,20901020,2010-03-16,2010-03-18
30809,Los Angeles Lakers,2010-03-19,20901028,2010-03-16,2010-03-18
30810,Chicago Bulls,2010-03-19,20901022,2010-03-16,2010-03-18
30811,Portland Trail Blazers,2010-03-19,20901026,2010-03-16,2010-03-18
30812,Phoenix Suns,2010-03-19,20901025,2010-03-16,2010-03-18
30813,Utah Jazz,2010-03-19,20901025,2010-03-16,2010-03-18
30814,Houston Rockets,2010-03-19,20901023,2010-03-16,2010-03-18
30815,Washington Wizards,2010-03-19,20901026,2010-03-16,2010-03-18
30816,Golden State Warriors,2010-03-19,20901024,2010-03-16,2010-03-18
30817,Atlanta Hawks,2010-03-19,20901020,2010-03-16,2010-03-18
30818,Oklahoma City Thunder,2010-03-19,20901019,2010-03-16,2010-03-18
30819,San Antonio Spurs,2010-03-19,20901024,2010-03-16,2010-03-18
30820,New York Knicks,2010-03-19,20901021,2010-03-16,2010-03-18
30821,Toronto Raptors,2010-03-19,20901019,2010-03-16,2010-03-18
30822,Miami Heat,2010-03-18,20901016,2010-03-15,2010-03-17
30823,Orlando Magic,2010-03-18,20901016,2010-03-15,2010-03-17
30824,New Orleans Hornets,2010-03-18,20901017,2010-03-15,2010-03-17
30825,Denver Nuggets,2010-03-18,20901017,2010-03-15,2010-03-17
30826,Orlando Magic,2010-03-17,20901010,2010-03-14,2010-03-16
30827,New Orleans Hornets,2010-03-17,20901014,2010-03-14,2010-03-16
30828,Toronto Raptors,2010-03-17,20901008,2010-03-14,2010-03-16
30829,Golden State Warriors,2010-03-17,20901014,2010-03-14,2010-03-16
30830,Philadelphia 76ers,2010-03-17,20901007,2010-03-14,2010-03-16
30831,Utah Jazz,2010-03-17,20901013,2010-03-14,2010-03-16
30832,Houston Rockets,2010-03-17,20901012,2010-03-14,2010-03-16
30833,Chicago Bulls,2010-03-17,20901011,2010-03-14,2010-03-16
30834,Atlanta Hawks,2010-03-17,20901008,2010-03-14,2010-03-16
30835,Charlotte Bobcats,2010-03-17,20901005,2010-03-14,2010-03-16
30836,Memphis Grizzlies,2010-03-17,20901012,2010-03-14,2010-03-16
30837,Indiana Pacers,2010-03-17,20901006,2010-03-14,2010-03-16
30838,Minnesota Timberwolves,2010-03-17,20901013,2010-03-14,2010-03-16
30839,Boston Celtics,2010-03-17,20901009,2010-03-14,2010-03-16
30840,Dallas Mavericks,2010-03-17,20901011,2010-03-14,2010-03-16
30841,Los Angeles Clippers,2010-03-17,20901015,2010-03-14,2010-03-16
30842,Cleveland Cavaliers,2010-03-17,20901006,2010-03-14,2010-03-16
30843,New York Knicks,2010-03-17,20901009,2010-03-14,2010-03-16
30844,Milwaukee Bucks,2010-03-17,20901015,2010-03-14,2010-03-16
30845,San Antonio Spurs,2010-03-17,20901010,2010-03-14,2010-03-16
30846,Oklahoma City Thunder,2010-03-17,20901005,2010-03-14,2010-03-16
30847,New Jersey Nets,2010-03-17,20901007,2010-03-14,2010-03-16
30848,Atlanta Hawks,2010-03-16,20901000,2010-03-13,2010-03-15
30849,New Jersey Nets,2010-03-16,20901000,2010-03-13,2010-03-15
30850,Chicago Bulls,2010-03-16,20901001,2010-03-13,2010-03-15
30851,Washington Wizards,2010-03-16,20901002,2010-03-13,2010-03-15
30852,Denver Nuggets,2010-03-16,20901002,2010-03-13,2010-03-15
30853,Miami Heat,2010-03-16,20900999,2010-03-13,2010-03-15
30854,San Antonio Spurs,2010-03-16,20900999,2010-03-13,2010-03-15
30855,Charlotte Bobcats,2010-03-16,20900997,2010-03-13,2010-03-15
30856,Los Angeles Lakers,2010-03-16,20901004,2010-03-13,2010-03-15
30857,Phoenix Suns,2010-03-16,20901003,2010-03-13,2010-03-15
30858,Cleveland Cavaliers,2010-03-16,20900998,2010-03-13,2010-03-15
30859,Sacramento Kings,2010-03-16,20901004,2010-03-13,2010-03-15
30860,Detroit Pistons,2010-03-16,20900998,2010-03-13,2010-03-15
30861,Indiana Pacers,2010-03-16,20900997,2010-03-13,2010-03-15
30862,Minnesota Timberwolves,2010-03-16,20901003,2010-03-13,2010-03-15
30863,Memphis Grizzlies,2010-03-16,20901001,2010-03-13,2010-03-15
30864,Boston Celtics,2010-03-15,20900992,2010-03-12,2010-03-14
30865,Detroit Pistons,2010-03-15,20900992,2010-03-12,2010-03-14
30866,Golden State Warriors,2010-03-15,20900995,2010-03-12,2010-03-14
30867,Los Angeles Clippers,2010-03-15,20900996,2010-03-12,2010-03-14
30868,Los Angeles Lakers,2010-03-15,20900995,2010-03-12,2010-03-14
30869,Houston Rockets,2010-03-15,20900993,2010-03-12,2010-03-14
30870,Denver Nuggets,2010-03-15,20900993,2010-03-12,2010-03-14
30871,New York Knicks,2010-03-15,20900991,2010-03-12,2010-03-14
30872,New Orleans Hornets,2010-03-15,20900996,2010-03-12,2010-03-14
30873,Utah Jazz,2010-03-15,20900994,2010-03-12,2010-03-14
30874,Philadelphia 76ers,2010-03-15,20900991,2010-03-12,2010-03-14
30875,Washington Wizards,2010-03-15,20900994,2010-03-12,2010-03-14
30876,Phoenix Suns,2010-03-14,20900988,2010-03-11,2010-03-13
30877,Sacramento Kings,2010-03-14,20900990,2010-03-11,2010-03-13
30878,New Orleans Hornets,2010-03-14,20900988,2010-03-11,2010-03-13
30879,Orlando Magic,2010-03-14,20900986,2010-03-11,2010-03-13
30880,Minnesota Timberwolves,2010-03-14,20900990,2010-03-11,2010-03-13
30881,Portland Trail Blazers,2010-03-14,20900989,2010-03-11,2010-03-13
30882,Oklahoma City Thunder,2010-03-14,20900987,2010-03-11,2010-03-13
30883,Milwaukee Bucks,2010-03-14,20900983,2010-03-11,2010-03-13
30884,Utah Jazz,2010-03-14,20900987,2010-03-11,2010-03-13
30885,Indiana Pacers,2010-03-14,20900983,2010-03-11,2010-03-13
30886,Philadelphia 76ers,2010-03-14,20900985,2010-03-11,2010-03-13
30887,Charlotte Bobcats,2010-03-14,20900986,2010-03-11,2010-03-13
30888,Cleveland Cavaliers,2010-03-14,20900984,2010-03-11,2010-03-13
30889,Miami Heat,2010-03-14,20900985,2010-03-11,2010-03-13
30890,Boston Celtics,2010-03-14,20900984,2010-03-11,2010-03-13
30891,Toronto Raptors,2010-03-14,20900989,2010-03-11,2010-03-13
30892,Dallas Mavericks,2010-03-13,20900979,2010-03-10,2010-03-12
30893,Atlanta Hawks,2010-03-13,20900976,2010-03-10,2010-03-12
30894,Detroit Pistons,2010-03-13,20900976,2010-03-10,2010-03-12
30895,Golden State Warriors,2010-03-13,20900982,2010-03-10,2010-03-12
30896,Denver Nuggets,2010-03-13,20900978,2010-03-10,2010-03-12
30897,New York Knicks,2010-03-13,20900979,2010-03-10,2010-03-12
30898,Los Angeles Clippers,2010-03-13,20900981,2010-03-10,2010-03-12
30899,Washington Wizards,2010-03-13,20900977,2010-03-10,2010-03-12
30900,Toronto Raptors,2010-03-13,20900982,2010-03-10,2010-03-12
30901,Memphis Grizzlies,2010-03-13,20900978,2010-03-10,2010-03-12
30902,New Jersey Nets,2010-03-13,20900980,2010-03-10,2010-03-12
30903,Orlando Magic,2010-03-13,20900977,2010-03-10,2010-03-12
30904,San Antonio Spurs,2010-03-13,20900981,2010-03-10,2010-03-12
30905,Houston Rockets,2010-03-13,20900980,2010-03-10,2010-03-12
30906,Oklahoma City Thunder,2010-03-12,20900972,2010-03-09,2010-03-11
30907,Miami Heat,2010-03-12,20900967,2010-03-09,2010-03-11
30908,Milwaukee Bucks,2010-03-12,20900973,2010-03-09,2010-03-11
30909,Memphis Grizzlies,2010-03-12,20900969,2010-03-09,2010-03-11
30910,Phoenix Suns,2010-03-12,20900974,2010-03-09,2010-03-11
30911,Cleveland Cavaliers,2010-03-12,20900965,2010-03-09,2010-03-11
30912,New Orleans Hornets,2010-03-12,20900971,2010-03-09,2010-03-11
30913,Los Angeles Lakers,2010-03-12,20900974,2010-03-09,2010-03-11
30914,New Jersey Nets,2010-03-12,20900972,2010-03-09,2010-03-11
30915,Sacramento Kings,2010-03-12,20900975,2010-03-09,2010-03-11
30916,Washington Wizards,2010-03-12,20900968,2010-03-09,2010-03-11
30917,New York Knicks,2010-03-12,20900969,2010-03-09,2010-03-11
30918,Portland Trail Blazers,2010-03-12,20900975,2010-03-09,2010-03-11
30919,Philadelphia 76ers,2010-03-12,20900965,2010-03-09,2010-03-11
30920,Utah Jazz,2010-03-12,20900973,2010-03-09,2010-03-11
30921,Indiana Pacers,2010-03-12,20900966,2010-03-09,2010-03-11
30922,Denver Nuggets,2010-03-12,20900971,2010-03-09,2010-03-11
30923,Chicago Bulls,2010-03-12,20900967,2010-03-09,2010-03-11
30924,Detroit Pistons,2010-03-12,20900968,2010-03-09,2010-03-11
30925,San Antonio Spurs,2010-03-12,20900970,2010-03-09,2010-03-11
30926,Minnesota Timberwolves,2010-03-12,20900970,2010-03-09,2010-03-11
30927,Los Angeles Clippers,2010-03-12,20900964,2010-03-09,2010-03-11
30928,Charlotte Bobcats,2010-03-12,20900964,2010-03-09,2010-03-11
30929,Boston Celtics,2010-03-12,20900966,2010-03-09,2010-03-11
30930,Washington Wizards,2010-03-11,20900742,2010-03-08,2010-03-10
30931,Golden State Warriors,2010-03-11,20900963,2010-03-08,2010-03-10
30932,Chicago Bulls,2010-03-11,20900962,2010-03-08,2010-03-10
30933,Portland Trail Blazers,2010-03-11,20900963,2010-03-08,2010-03-10
30934,Orlando Magic,2010-03-11,20900962,2010-03-08,2010-03-10
30935,Atlanta Hawks,2010-03-11,20900742,2010-03-08,2010-03-10
30936,Charlotte Bobcats,2010-03-10,20900953,2010-03-07,2010-03-09
30937,Denver Nuggets,2010-03-10,20900957,2010-03-07,2010-03-09
30938,Minnesota Timberwolves,2010-03-10,20900957,2010-03-07,2010-03-09
30939,Oklahoma City Thunder,2010-03-10,20900958,2010-03-07,2010-03-09
30940,Memphis Grizzlies,2010-03-10,20900954,2010-03-07,2010-03-09
30941,Sacramento Kings,2010-03-10,20900961,2010-03-07,2010-03-09
30942,New Orleans Hornets,2010-03-10,20900958,2010-03-07,2010-03-09
30943,Dallas Mavericks,2010-03-10,20900959,2010-03-07,2010-03-09
30944,Philadelphia 76ers,2010-03-10,20900953,2010-03-07,2010-03-09
30945,San Antonio Spurs,2010-03-10,20900960,2010-03-07,2010-03-09
30946,Los Angeles Clippers,2010-03-10,20900956,2010-03-07,2010-03-09
30947,Detroit Pistons,2010-03-10,20900955,2010-03-07,2010-03-09
30948,New Jersey Nets,2010-03-10,20900959,2010-03-07,2010-03-09
30949,Boston Celtics,2010-03-10,20900954,2010-03-07,2010-03-09
30950,New York Knicks,2010-03-10,20900960,2010-03-07,2010-03-09
30951,Toronto Raptors,2010-03-10,20900961,2010-03-07,2010-03-09
30952,Utah Jazz,2010-03-10,20900955,2010-03-07,2010-03-09
30953,Miami Heat,2010-03-10,20900956,2010-03-07,2010-03-09
30954,Orlando Magic,2010-03-09,20900947,2010-03-06,2010-03-08
30955,Chicago Bulls,2010-03-09,20900949,2010-03-06,2010-03-08
30956,Washington Wizards,2010-03-09,20900948,2010-03-06,2010-03-08
30957,Toronto Raptors,2010-03-09,20900952,2010-03-06,2010-03-08
30958,Charlotte Bobcats,2010-03-09,20900945,2010-03-06,2010-03-08
30959,Portland Trail Blazers,2010-03-09,20900951,2010-03-06,2010-03-08
30960,Houston Rockets,2010-03-09,20900948,2010-03-06,2010-03-08
30961,Miami Heat,2010-03-09,20900945,2010-03-06,2010-03-08
30962,Los Angeles Clippers,2010-03-09,20900947,2010-03-06,2010-03-08
30963,Boston Celtics,2010-03-09,20900950,2010-03-06,2010-03-08
30964,Indiana Pacers,2010-03-09,20900946,2010-03-06,2010-03-08
30965,Los Angeles Lakers,2010-03-09,20900952,2010-03-06,2010-03-08
30966,Philadelphia 76ers,2010-03-09,20900946,2010-03-06,2010-03-08
30967,Sacramento Kings,2010-03-09,20900951,2010-03-06,2010-03-08
30968,Utah Jazz,2010-03-09,20900949,2010-03-06,2010-03-08
30969,Milwaukee Bucks,2010-03-09,20900950,2010-03-06,2010-03-08
30970,New Orleans Hornets,2010-03-08,20900944,2010-03-05,2010-03-07
30971,San Antonio Spurs,2010-03-08,20900940,2010-03-05,2010-03-07
30972,Atlanta Hawks,2010-03-08,20900941,2010-03-05,2010-03-07
30973,Memphis Grizzlies,2010-03-08,20900942,2010-03-05,2010-03-07
30974,Cleveland Cavaliers,2010-03-08,20900940,2010-03-05,2010-03-07
30975,Dallas Mavericks,2010-03-08,20900943,2010-03-05,2010-03-07
30976,Golden State Warriors,2010-03-08,20900944,2010-03-05,2010-03-07
30977,New York Knicks,2010-03-08,20900941,2010-03-05,2010-03-07
30978,New Jersey Nets,2010-03-08,20900942,2010-03-05,2010-03-07
30979,Minnesota Timberwolves,2010-03-08,20900943,2010-03-05,2010-03-07
30980,Orlando Magic,2010-03-07,20900935,2010-03-04,2010-03-06
30981,Portland Trail Blazers,2010-03-07,20900939,2010-03-04,2010-03-06
30982,Boston Celtics,2010-03-07,20900937,2010-03-04,2010-03-06
30983,Detroit Pistons,2010-03-07,20900936,2010-03-04,2010-03-06
30984,Oklahoma City Thunder,2010-03-07,20900938,2010-03-04,2010-03-06
30985,Toronto Raptors,2010-03-07,20900934,2010-03-04,2010-03-06
30986,Denver Nuggets,2010-03-07,20900939,2010-03-04,2010-03-06
30987,Sacramento Kings,2010-03-07,20900938,2010-03-04,2010-03-06
30988,Los Angeles Lakers,2010-03-07,20900935,2010-03-04,2010-03-06
30989,Washington Wizards,2010-03-07,20900937,2010-03-04,2010-03-06
30990,Philadelphia 76ers,2010-03-07,20900934,2010-03-04,2010-03-06
30991,Houston Rockets,2010-03-07,20900936,2010-03-04,2010-03-06
30992,Cleveland Cavaliers,2010-03-06,20900931,2010-03-03,2010-03-05
30993,Milwaukee Bucks,2010-03-06,20900931,2010-03-03,2010-03-05
30994,Utah Jazz,2010-03-06,20900933,2010-03-03,2010-03-05
30995,Indiana Pacers,2010-03-06,20900932,2010-03-03,2010-03-05
30996,Miami Heat,2010-03-06,20900926,2010-03-03,2010-03-05
30997,Minnesota Timberwolves,2010-03-06,20900930,2010-03-03,2010-03-05
30998,Atlanta Hawks,2010-03-06,20900926,2010-03-03,2010-03-05
30999,San Antonio Spurs,2010-03-06,20900929,2010-03-03,2010-03-05
31000,Phoenix Suns,2010-03-06,20900932,2010-03-03,2010-03-05
31001,Memphis Grizzlies,2010-03-06,20900929,2010-03-03,2010-03-05
31002,Dallas Mavericks,2010-03-06,20900928,2010-03-03,2010-03-05
31003,Chicago Bulls,2010-03-06,20900928,2010-03-03,2010-03-05
31004,Golden State Warriors,2010-03-06,20900925,2010-03-03,2010-03-05
31005,New York Knicks,2010-03-06,20900927,2010-03-03,2010-03-05
31006,New Jersey Nets,2010-03-06,20900927,2010-03-03,2010-03-05
31007,Houston Rockets,2010-03-06,20900930,2010-03-03,2010-03-05
31008,Charlotte Bobcats,2010-03-06,20900925,2010-03-03,2010-03-05
31009,Los Angeles Clippers,2010-03-06,20900933,2010-03-03,2010-03-05
31010,Milwaukee Bucks,2010-03-05,20900918,2010-03-02,2010-03-04
31011,Sacramento Kings,2010-03-05,20900921,2010-03-02,2010-03-04
31012,Indiana Pacers,2010-03-05,20900922,2010-03-02,2010-03-04
31013,Atlanta Hawks,2010-03-05,20900919,2010-03-02,2010-03-04
31014,Washington Wizards,2010-03-05,20900918,2010-03-02,2010-03-04
31015,Charlotte Bobcats,2010-03-05,20900914,2010-03-02,2010-03-04
31016,Los Angeles Clippers,2010-03-05,20900924,2010-03-02,2010-03-04
31017,Detroit Pistons,2010-03-05,20900915,2010-03-02,2010-03-04
31018,San Antonio Spurs,2010-03-05,20900923,2010-03-02,2010-03-04
31019,Dallas Mavericks,2010-03-05,20900921,2010-03-02,2010-03-04
31020,Toronto Raptors,2010-03-05,20900917,2010-03-02,2010-03-04
31021,Cleveland Cavaliers,2010-03-05,20900915,2010-03-02,2010-03-04
31022,Boston Celtics,2010-03-05,20900916,2010-03-02,2010-03-04
31023,Denver Nuggets,2010-03-05,20900922,2010-03-02,2010-03-04
31024,New Jersey Nets,2010-03-05,20900920,2010-03-02,2010-03-04
31025,Los Angeles Lakers,2010-03-05,20900914,2010-03-02,2010-03-04
31026,Orlando Magic,2010-03-05,20900920,2010-03-02,2010-03-04
31027,New York Knicks,2010-03-05,20900917,2010-03-02,2010-03-04
31028,Golden State Warriors,2010-03-05,20900919,2010-03-02,2010-03-04
31029,Oklahoma City Thunder,2010-03-05,20900924,2010-03-02,2010-03-04
31030,New Orleans Hornets,2010-03-05,20900923,2010-03-02,2010-03-04
31031,Philadelphia 76ers,2010-03-05,20900916,2010-03-02,2010-03-04
31032,Utah Jazz,2010-03-04,20900913,2010-03-01,2010-03-03
31033,Los Angeles Lakers,2010-03-04,20900912,2010-03-01,2010-03-03
31034,Memphis Grizzlies,2010-03-04,20900911,2010-03-01,2010-03-03
31035,Miami Heat,2010-03-04,20900912,2010-03-01,2010-03-03
31036,Phoenix Suns,2010-03-04,20900913,2010-03-01,2010-03-03
31037,Chicago Bulls,2010-03-04,20900911,2010-03-01,2010-03-03
31038,Oklahoma City Thunder,2010-03-03,20900908,2010-02-28,2010-03-02
31039,Detroit Pistons,2010-03-03,20900903,2010-02-28,2010-03-02
31040,Memphis Grizzlies,2010-03-03,20900905,2010-02-28,2010-03-02
31041,Orlando Magic,2010-03-03,20900900,2010-02-28,2010-03-02
31042,Dallas Mavericks,2010-03-03,20900906,2010-02-28,2010-03-02
31043,Atlanta Hawks,2010-03-03,20900899,2010-02-28,2010-03-02
31044,Minnesota Timberwolves,2010-03-03,20900906,2010-02-28,2010-03-02
31045,Indiana Pacers,2010-03-03,20900909,2010-02-28,2010-03-02
31046,Golden State Warriors,2010-03-03,20900900,2010-02-28,2010-03-02
31047,Portland Trail Blazers,2010-03-03,20900909,2010-02-28,2010-03-02
31048,Cleveland Cavaliers,2010-03-03,20900902,2010-02-28,2010-03-02
31049,New York Knicks,2010-03-03,20900903,2010-02-28,2010-03-02
31050,New Jersey Nets,2010-03-03,20900902,2010-02-28,2010-03-02
31051,Denver Nuggets,2010-03-03,20900908,2010-02-28,2010-03-02
31052,Philadelphia 76ers,2010-03-03,20900899,2010-02-28,2010-03-02
31053,Milwaukee Bucks,2010-03-03,20900904,2010-02-28,2010-03-02
31054,Washington Wizards,2010-03-03,20900904,2010-02-28,2010-03-02
31055,Los Angeles Clippers,2010-03-03,20900910,2010-02-28,2010-03-02
31056,Boston Celtics,2010-03-03,20900901,2010-02-28,2010-03-02
31057,New Orleans Hornets,2010-03-03,20900905,2010-02-28,2010-03-02
31058,Sacramento Kings,2010-03-03,20900907,2010-02-28,2010-03-02
31059,Houston Rockets,2010-03-03,20900907,2010-02-28,2010-03-02
31060,Charlotte Bobcats,2010-03-03,20900901,2010-02-28,2010-03-02
31061,Phoenix Suns,2010-03-03,20900910,2010-02-28,2010-03-02
31062,Oklahoma City Thunder,2010-03-02,20900897,2010-02-27,2010-03-01
31063,Boston Celtics,2010-03-02,20900895,2010-02-27,2010-03-01
31064,Indiana Pacers,2010-03-02,20900898,2010-02-27,2010-03-01
31065,Miami Heat,2010-03-02,20900896,2010-02-27,2010-03-01
31066,Golden State Warriors,2010-03-02,20900896,2010-02-27,2010-03-01
31067,Los Angeles Lakers,2010-03-02,20900898,2010-02-27,2010-03-01
31068,Sacramento Kings,2010-03-02,20900897,2010-02-27,2010-03-01
31069,Detroit Pistons,2010-03-02,20900895,2010-02-27,2010-03-01
31070,Houston Rockets,2010-03-01,20900892,2010-02-26,2010-02-28
31071,Utah Jazz,2010-03-01,20900894,2010-02-26,2010-02-28
31072,New Orleans Hornets,2010-03-01,20900891,2010-02-26,2010-02-28
31073,Chicago Bulls,2010-03-01,20900889,2010-02-26,2010-02-28
31074,Los Angeles Clippers,2010-03-01,20900894,2010-02-26,2010-02-28
31075,Atlanta Hawks,2010-03-01,20900889,2010-02-26,2010-02-28
31076,Orlando Magic,2010-03-01,20900888,2010-02-26,2010-02-28
31077,Philadelphia 76ers,2010-03-01,20900888,2010-02-26,2010-02-28
31078,Portland Trail Blazers,2010-03-01,20900890,2010-02-26,2010-02-28
31079,San Antonio Spurs,2010-03-01,20900891,2010-02-26,2010-02-28
31080,Phoenix Suns,2010-03-01,20900893,2010-02-26,2010-02-28
31081,Toronto Raptors,2010-03-01,20900892,2010-02-26,2010-02-28
31082,Memphis Grizzlies,2010-03-01,20900890,2010-02-26,2010-02-28
31083,Denver Nuggets,2010-03-01,20900893,2010-02-26,2010-02-28
31084,Charlotte Bobcats,2010-03-01,20900886,2010-02-26,2010-02-28
31085,Cleveland Cavaliers,2010-03-01,20900887,2010-02-26,2010-02-28
31086,Dallas Mavericks,2010-03-01,20900886,2010-02-26,2010-02-28
